1.698042,6.194126
1.028309,10.013562
1.498665,17.396522
0.988410,23.138509
1.042310,23.670459
1.064285,26.133856
0.989924,27.166720
1.669657,4.048830
2.293296,4.316585
1.722070,6.682627
1.953625,11.935053
1.908470,12.923869
2.289934,16.889879
1.660117,19.655691
2.466798,22.377591
2.071634,23.626880
1.671516,24.729412
2.290002,26.235495
2.500313,26.542467
2.533102,27.009691
2.156764,4.231550
2.343182,5.833884
3.187092,8.609015
3.244780,12.973447
3.498090,15.877665
2.571818,21.723563
2.534513,23.120548
3.130850,23.566369
2.391875,24.881976
3.121214,24.157039
2.845953,26.476777
3.024891,27.191277
3.519840,4.557785
3.162956,4.986443
4.169712,5.785878
4.478338,6.883600
3.923024,8.489870
3.044297,15.961349
4.951849,20.516694
3.718454,21.279387
4.241517,22.491234
3.932924,22.826782
3.571389,22.605701
3.390063,24.808329
3.962179,26.217916
3.431554,28.460918
4.459341,3.536971
5.746976,5.318351
5.080578,6.997012
5.032224,7.151351
4.925176,8.633099
5.036396,10.522664
5.152505,11.714464
5.267342,15.657616
5.024178,18.730291
5.015424,19.892521
5.937112,21.013161
5.316772,21.359366
4.741488,22.979827
4.743855,23.388477
4.781184,24.820212
4.535579,26.550520
6.513162,4.165158
5.876079,4.556642
6.812517,5.543950
6.087392,6.998579
6.451627,8.779080
5.234279,8.724705
5.724769,9.595390
6.253187,18.383739
6.780006,19.467955
6.665259,19.409205
5.297339,20.513798
6.449606,21.663014
6.385299,23.293124
6.349051,24.125673
6.571641,24.841910
6.144962,26.001147
5.613313,27.720232
5.607237,5.744500
6.732252,5.116709
6.996587,6.520758
7.376130,9.571196
7.536625,8.917729
7.045666,10.680213
7.109685,13.398625
6.274275,17.087896
7.761220,17.863125
7.505418,19.189793
6.906231,20.174093
7.806767,20.968597
7.060473,22.583569
7.628753,22.588422
7.180168,23.946660
6.393456,26.597035
7.093056,26.649853
8.646481,6.836523
7.669326,7.414811
7.241637,8.963291
7.390374,9.120207
7.391301,10.353898
7.566399,10.996316
7.447681,11.797276
8.113464,16.937645
8.093632,18.274594
8.882750,19.043768
7.315035,19.628004
7.405876,20.761711
8.029650,21.719120
8.185065,23.560674
8.209363,24.212005
8.507751,25.621276
8.151514,26.342627
8.358497,26.288898
9.838191,5.525203
8.671282,6.680551
9.168047,8.440633
9.209560,9.162009
10.011855,10.520726
9.059306,17.226596
8.222157,17.215417
9.139781,18.998975
8.861293,20.298937
8.506229,21.283051
8.196000,22.299993
9.005745,23.191164
8.933541,22.894537
8.766859,25.092926
9.701837,27.140896
10.266816,4.679800
10.043087,7.170043
9.895129,9.577509
9.687286,10.168150
10.080605,15.665452
10.391539,16.345736
9.918647,16.028382
9.667753,17.532856
9.739877,19.672029
10.281419,20.149888
11.159593,20.574052
10.165805,22.526432
