ingreso,horas
9973.577534,40.90547645
8961.047249,41.57648349
7437.977263,41.36923875
12064.91529,41.53721065
9296.396167,40.44120331
11666.08726,41.14248397
9517.651813,40.6538416
7529.944441,41.10474124
11934.46147,41.16330439
10002.62326,41.99282312
9108.724524,40.81829105
10143.32352,41.79740894
10704.291490000001,41.54968908
10054.43389,41.94595668
16550.69988,42.25682698
6215.086309,41.42071574
7875.498898000001,41.11936055
10733.612640000001,41.43981372
10551.84896,40.81609424
12831.642909999999,42.05745525
5042.026418,41.22442225
11546.3496,42.12842578
10506.08741,41.02596417
15335.20661,41.83003331
8892.001955,41.53446874
8083.690912,41.19208408
7095.1161090000005,41.0608824
9850.52026,41.36639293
9953.525773000001,40.97357054
11112.12012,41.434279
9074.811772,40.19363772
5426.205314,40.81339645
7686.794434,40.81883683
10266.47204,41.32268672
5685.523789,39.96872157
14402.464,42.166788000000004
9628.814396,41.46597297
10604.28952,40.96627782
10191.24051,40.61438484
10461.691929999999,41.28975014
12188.84418,41.657726600000004
10773.7327,41.09909329
11481.61654,42.75641196
17661.023080000003,41.83140068
12019.64756,41.43067502
9283.261684000001,41.28552941
8633.691315,41.51229871
11582.63781,41.16663346
7443.537096999999,40.66655559
8415.652695,41.34647511
8568.203258,40.94763669
8697.827987,41.17207269
6084.931971,41.01356199
5299.60292,40.35989775
4747.021003,40.61402673
10102.81277,41.10776311
11288.663340000001,40.95142414
15088.92619,41.62206883
5396.852697,40.56645833
11789.290570000001,41.70699441
8568.574217,41.20354669
8067.247740000001,41.23467156
8024.131904000001,40.79539435
11324.17402,40.59593712
7982.813888,40.53339933
8835.495656000001,41.01008843
15387.140809999999,41.6595618
8497.312386,41.63963634
9738.75136,41.14206543
10086.94722,41.54927379
9117.732304000001,40.76366112
8480.367085,41.11279162
9665.570122,41.26189886
10841.51857,41.18061986
13153.12132,41.86710412
14843.24934,42.15505574
8779.194125,40.52339701
9625.302356,41.36127954
12076.53805,41.76072701
10511.92843,41.52358043
5387.057935,40.97372652
13953.91379,42.04215649
12350.7032,41.49624041
9804.832873000001,41.13111402
5529.740085,40.53647707
11287.66762,40.66867814
13977.1749,41.56361545
7375.862502,41.11560747
9716.705398999999,41.39178286
7262.0326430000005,41.84852539
12149.40423,41.56636717
11331.60587,41.37348878
11133.44766,41.30282746
12014.15682,41.88902453
9022.064498,41.06701379
18624.0598,42.50000237
13339.652820000001,41.55201619
10137.23742,41.47696651
5877.95194,40.86640669
7093.321048999999,40.9768684
10803.30067,41.4000852
12027.66012,41.49383066
9978.307621,41.96981314
11174.035179999999,41.68449954
6655.700336,41.00783558
10432.90891,41.21734156
8540.491979999999,40.76558774
11556.47973,41.22053999
9040.791381000001,40.29657174
9759.532193000001,40.70943091
8254.784034,41.09323695
9133.427984,41.30947146
7593.359828000001,40.90511492
12884.10393,42.38316702
12957.73876,41.75548808
8723.814912,40.69895407
10146.63295,42.02001475
11937.58639,40.89057105
10901.521659999999,40.84968228
6519.939161,40.50803786
12941.10141,41.34319416
13410.24459,41.99538133
7657.060316,41.08765085
10561.646040000001,40.87099271
10499.24146,41.23224464
7987.810243999999,41.79419689
11532.80579,41.62698716
4907.357872,40.95417808
7929.375911,41.41496945
10481.96159,41.00317679
9169.973805,40.77992146
12220.605940000001,41.6438222
9308.480962,40.88407771
8993.468927,40.41356286
10660.29392,41.57238335
12548.49873,41.5437339
11259.67602,41.25463375
6057.174421,40.32503185
8940.773491,41.62341494
9899.303901000001,40.99745205
11435.32345,41.88708738
11010.64278,40.48688215
7477.92607,40.34071026
10926.46875,42.41226602
9979.371154,40.8730217
10374.06358,41.70194357
7170.454065000001,41.34458842
10688.97956,40.31109591
9232.457266,41.16433865
7775.759758,41.30816499
10920.52696,41.50510263
12446.00092,41.25314075
9285.819478,40.90244689
9772.848406000001,41.23088242
7872.374133,41.25147403
10646.478140000001,41.14527456
9467.688470000001,41.74058573
10120.65806,42.08984209
9387.617094,41.73869647
9972.553186,42.1780021
4851.448066,40.70444468
13626.63421,41.88600268
10454.23524,41.32628128
13497.922840000001,42.13530705
5806.573757,40.68832371
13816.642780000002,41.87184118
7103.11288,40.96439588
10291.38523,41.26631572
9404.133598999999,40.46161261
8524.262432,41.09229086
9010.907829,41.44947746
10512.070179999999,40.97484534
11661.90147,41.90736717
12420.63307,41.24127505
5250.133028,40.2451624
10105.646509999999,41.29248617
10309.296540000001,40.46444086
10446.744840000001,41.87035715
7996.981047,40.36524482
10284.01353,41.41289213
4196.538823,40.31194191
12637.171129999999,41.6029184
13054.786820000001,41.98927118
11808.39039,41.63762746
11147.363809999999,42.32407253
11354.32364,41.59384697
11626.40921,41.78024902
7899.944170000001,40.26873094
9879.789888,40.73403262
10367.033370000001,40.7964218
9262.476872,41.30375473
8969.968773999999,41.17147476
11061.35562,41.86867861
9081.697317,40.57706775
10912.34111,41.22276068
8267.822964,41.36300557
7269.387389,40.91579077
9705.802055,41.38205739
18268.98404,42.42595839
11771.165490000001,41.57587254
6178.455467,40.79468418
10723.999590000001,41.19179582
12891.090890000001,41.92289887
10961.58582,42.23741334
11480.91712,41.80283715
9518.316945,40.98262252
7335.952198999999,41.22433147
20032.23692,42.97143528
14027.94421,41.61045879
9602.471067,39.97301976
12563.76111,41.12454111
5362.298127,41.12431107
13599.16229,41.17983661
9450.472209,40.9853466
10922.03113,41.16715453
12002.58065,41.4715952
7398.921147,41.47242989
10178.039209999999,40.93775075
6522.111643,41.40761175
11881.24642,41.2223694
7066.22985,40.72721531
5684.700508,40.91616207
12097.64119,41.833416
12144.54472,41.92631671
11642.394240000001,41.61212837
8444.743262,41.57276579
10808.44026,41.0248142
11400.4703,41.40150528
11529.13405,41.32293988
9097.285066,40.9088959
10418.63038,40.80606153
12416.61072,41.15491569
8507.091372,41.83613707
10053.31815,41.17062339
7278.2258090000005,40.77767876
11397.56461,41.20159183
7366.193745999999,41.35525912
6588.51446,40.93827886
12621.7724,41.20890292
8655.540193,41.54094297
8497.428116,41.40516532
12257.69493,41.97680812
7501.950366,41.64855917
8112.745553,40.78147123
7067.791126000001,40.77846379
9758.944923000001,40.74358747
9596.266222,41.29961174
9987.573033,41.22227502
10520.26276,40.99018561
6981.210323,41.65279262
10006.70462,41.27098162
9206.1873,41.49767670000001
7830.553415,40.68732898
10391.000909999999,41.22790526
9010.672029000001,41.41807071
8534.679293000001,40.36045755
9177.58993,41.87448231
9167.364602,41.26202194
11167.68147,40.93080571
7020.984493999999,41.50056709
9054.200784999999,40.60449335
10571.8606,41.31879032
14973.09371,41.71289151
10211.86892,41.99125572
10202.06316,41.14012938
14630.641380000001,41.76995153
12746.13572,41.73166556
10522.76742,41.00376318
6253.740167,41.09688385
6245.354893,40.78478558
12358.54327,41.75048815
16749.071340000002,42.39172083
8959.853348,41.41176806
12947.29622,41.92436673
11040.80195,41.24475113
6525.999220000001,41.10486356
6818.606605,40.37559108
13200.86908,41.53340195
9835.789436,41.7720307
8011.652112000001,40.83428211
10761.73074,41.26088128
10553.473740000001,40.79427912
6727.231481999999,41.12082479
12572.8792,41.74767454
14220.20915,42.01784296
6973.934451000001,40.53449891
8649.059609,40.83811788
12453.55713,41.20555653
11265.492690000001,42.03028944
10494.35556,41.30741196
10772.67578,41.85613085
12704.96857,41.47991827
10771.64249,41.3208191
10595.064409999999,41.83791501
10037.33606,40.92589108
9746.59778,40.19827122
11922.4342,41.9115896
10259.50613,41.75759439
14051.38084,41.66107586
9328.142481,41.46569124
9405.180984,41.16360711
8244.568870000001,41.20262825
11886.373379999999,41.66670579
9321.339504000001,40.95481924
10695.21658,41.52974251
8638.756618000001,41.19025239
12342.25429,41.91248509
11495.61172,41.11094922
10203.99754,40.6525382
11491.61484,41.87696099
8527.185161,41.414482799999995
9174.287905,40.69356297
9735.907003,41.32138831
8774.606264,40.91742976
8568.295254999999,41.372739700000004
14602.2222,42.70517552
8022.672379000001,41.56745517
9959.026626,41.1411878
8483.785578,40.94896866
8028.721995,40.43395429
4855.651377,40.39962086
12032.26354,41.28940079
8379.814439,41.76974311
9212.226723,40.89055474
12603.21258,41.559395200000004
5868.697389,40.50480293
14996.450819999998,41.69165832
7118.303537000001,40.36704192
11374.32082,41.57821848
10245.676140000001,40.43132077
13036.27448,41.79796166
12229.88844,41.68450557
10157.78868,41.72812458
13855.922630000001,41.78173873
11937.11211,41.74739965
12283.39748,42.273905
9986.572702,41.94013417
9892.631609999999,41.28263708
8882.621462000001,40.89337692
10031.06949,41.77015207
6350.936839,40.46289832
9370.892018,40.90920107
10158.61899,41.30650234
12570.348090000001,41.68841361
7609.056055,41.09493315
9793.3093,40.79506825
12842.775609999999,41.83933429
11771.36604,41.68166722
14653.40645,41.63385013
7341.07028,40.67178765
11992.44571,42.337942600000005
12124.11607,41.13863895
9373.280119,41.56372635
8488.5548,41.52968233
14604.32476,42.12769182
12121.93682,40.95643514
10967.050140000001,41.95771089
10845.40472,41.42221865
8853.644336,40.18313032
11539.71071,41.11154645
10297.2197,41.24540369
10654.52209,41.17814548
11781.65123,41.59772926
10151.2778,41.28904411
10065.03557,41.69265925
9297.182554,41.93049688
10165.31141,40.72879709
8738.132459999999,41.45785773
6352.342068999999,40.42418785
11946.43161,41.92870461
9810.772884999998,41.56009732
11284.58135,41.14266751
13561.76395,41.78107051
11422.59739,41.269245
11089.56151,41.29498151
13001.200209999999,42.40936627
10669.72117,40.88929507
6966.844817,40.84300114
9672.605489,41.38375961
6601.780735,40.75373218
11749.94343,42.22413272
7403.535293000001,41.17809533
10986.43773,41.44685504
8717.108106,41.46483033
10104.62168,41.76489614
11312.083990000001,41.58127193
8333.689042,40.08237283
12097.07103,41.175013899999996
8745.989905,40.31266291
7460.376694,40.30365611
7401.783661,41.5745498
10423.23754,41.41768418
10121.429329999999,41.88967992
12036.81572,41.76295451
4908.559254,40.82438918
7511.676453,40.76869268
9610.091835,40.95096301
14030.99316,41.69682491
10056.375820000001,41.57712611
12472.78775,41.9897549
10393.34831,41.19424913
13508.32015,41.67272667
11006.43859,41.48622799
13274.939890000001,40.97856575
12192.89532,42.16043397
9377.732785,40.71466135
8044.445818000001,41.82079129
4921.692181,40.62843029
13785.89105,42.14569631
13251.09586,42.69785611
7220.986973,40.95902265
11529.7045,42.35729367
8685.258553,41.04536253
10728.603659999999,41.16700873
8295.7043,41.84494491
10603.70505,41.80745688
9698.119214,42.02660588
10205.41825,41.63392347
8847.002696,41.4733678
9180.918237,41.07702137
10414.56364,41.13382418
8990.744022,41.46099847
11896.67345,41.52909012
11649.07602,42.10305031
12581.24245,42.01020252
9329.543635,40.51135152
9226.154167,41.43555843
11595.7787,41.92294943
8346.189475,41.07676002
10372.265809999999,41.11203581
8500.851448000001,41.91332348
4071.8209920000004,40.02966161
8163.099967,41.5927864
11825.36304,41.30868898
11189.52041,40.99779754
15033.774140000001,41.90028249
18505.31534,42.02656227
13347.65106,41.7141568
11701.50575,41.5831526
11440.37535,41.70271411
8795.867855,41.01969786
4240.191266,40.54862123
12985.898659999999,41.12169547
5774.206139,41.13453776
10413.10505,40.61518708
9531.441428,40.35005312
11754.617209999999,40.84410518
10568.00845,41.36569467
9913.975094,41.68501355
11514.85082,41.54595359
9806.055726,41.71385379
12881.82662,41.81673142
7773.064256000001,40.73449236
11745.8993,41.3551542
10210.905659999999,40.85647085
6283.845729,41.36671225
13245.21046,41.62981257
8670.592906999998,41.2254365
7179.632559999999,40.37976636
6966.913565000001,40.38420213
11685.73918,41.94333579
9615.655434999999,40.61946974
11418.55037,42.24356462
7951.274512999999,41.03899966
9976.174011,41.83891313
8136.092384999999,41.03039932
12427.96681,41.50115162
8769.433921,41.42713981
12067.09425,41.45786067
9242.400994,41.20886603
7662.336362999999,40.7457365
8056.6436650000005,41.00665486
8849.762627,41.31717225
8201.467595,40.90315727
10830.54378,40.9037234
6574.125883,40.56455186
9063.020665,40.87483845
7754.982042000001,40.90844775
13232.18369,42.00841236
10243.79453,40.28522148
12932.70965,41.7052252
10808.537479999999,41.78390326
12318.98798,41.99299809
11505.141609999999,41.34280329
9631.032733,41.06848541
9578.943984,39.94380738
11259.10051,41.86030177
9279.154532999999,40.84656961
11254.611840000001,41.10595962
13045.70722,42.01699723
10791.653390000001,41.75574988
7210.466041,41.47924025
8953.380309,41.78755124
10848.14125,41.380152100000004
10786.0896,41.61515479999999
2754.475469,40.02840966
10425.57375,40.85282947
13307.25487,41.62163133
7652.948117,41.33569439
7172.179661,40.81306958
5811.08025,40.65099002
11572.79697,42.158947999999995
10208.92544,41.28082013
12069.63162,41.75098732
9259.382377,40.95991053
10262.615759999999,40.89955757
12725.63933,41.19843029
14065.8702,41.09203121
9199.992812999999,41.36747309
7044.022026000001,40.75786532
11824.08049,41.02407362
9940.944022,41.47942742
10419.0458,41.29577408
13550.78652,41.66220114
10786.003,41.25056397
9037.260433,40.91718232
8880.969809999999,41.37155982
11830.977579999999,41.82371609
12486.205109999999,41.30126631
10925.9145,41.71404448
6278.773241,41.04087395
8544.101336,41.27736387
6604.372693,40.98448285
8175.9293959999995,41.2005799
8069.631907999999,40.8181946
11763.69535,41.63746339
10370.597240000001,41.88860722
10997.471759999999,42.5372079
11174.11205,42.18776607
6375.994927000001,41.0819194
7060.147136,40.48689956
12565.217840000001,41.36155788
7605.529487000001,41.06734377
7634.148329000001,40.46536173
12939.14149,41.78294532
15899.17276,42.05340321
10572.14782,40.55313944
4410.221578,41.06704851
6853.957195999999,40.57572323
12416.79431,41.91948292
11598.83279,41.49162312
11292.70717,41.95543214
12355.35435,42.10899828
14475.319080000001,41.52327387
7590.387609,40.95490608
9272.312046,41.31422949
9030.454215,41.56523795
12614.741170000001,41.68861207
9330.301085,41.360788299999996
12867.51743,41.18279147
7656.615035,40.78211526
8409.085251,41.15933792
9200.136945999999,41.18209836
11906.79679,42.08229879
9244.192306,40.87658036
11042.59436,41.17067348
9953.766014,41.0841085
11242.83832,41.68130131
11709.941359999999,41.55732676
11307.2128,41.59120239
5662.958321,40.34979795
10215.328759999999,41.95662457
9453.205444,41.52733205
10448.00678,41.96080503
8401.547115000001,39.9301112
7958.459524,41.6124895
8232.083237,41.16899444
9819.385236,40.89189555
7581.734995999999,40.57189736
9088.960175,41.41344031
9507.252294,40.70100353
7739.556874,40.96774089
10557.60712,41.05550537
15494.0865,42.15510013
11057.65547,41.532213
11682.8412,41.99007342
14978.55957,41.60871473
10503.9913,41.11630749
12445.01998,41.25965072
10470.37878,41.45760824
12836.20757,41.59686226
6248.325243,40.5383171
7512.603648,40.43972242
13498.80335,41.51225667
8413.825216,40.773860600000006
6496.918204,40.59258071
9682.743733,41.06637175
9951.611308,40.95922755
7380.853506,41.31179465
6896.920937000001,40.85349684
17841.32692,42.62588496
7556.665509,40.12024918
10378.8973,41.02053058
8306.796037,41.3382018
9808.56826,40.82803377
11089.08022,42.45158238
12460.518820000001,41.16260398
8352.144352,41.11267727
11195.86385,41.38287762
9094.3949,41.06902954
8186.814587999999,40.58534325
10218.32741,42.02465534
9520.785634,41.24675534
10520.60896,41.4002335
9739.209135,41.44838357
12369.339,41.11704166
11399.719070000001,41.78159026
11084.57472,43.03185798
7060.369339,41.1594183
13660.13773,41.61111283
12349.2872,40.87062642
11063.15479,40.93257839
8034.32477,40.56276069
9983.86841,40.97988603
6537.8406159999995,40.3164145
11430.36436,41.12638487
9856.814941,41.93851304
9386.762595999999,40.62665721
9453.601479,41.04840689
11828.228729999999,41.51126912
9364.603118,41.12798438
9980.994556,41.70853563
9167.584146,41.14889966
11882.75639,41.84078598
8956.571556,41.40643254
8947.013176,41.13270433
13266.13458,40.92787408
12706.49742,41.64335727
9453.093336,41.15620832
9435.124613,40.93471099
1783.853217,40.97788555
7542.844151,40.97962373
7697.996184999999,40.25344457
12317.03944,42.27251439
6729.348629000001,40.81252427
5924.201357,40.81171826
6589.277496,41.37393394
10366.023000000001,41.25017041
10426.86317,41.17328512
16188.40401,41.9467926
9576.422634999999,40.2735675
14655.20245,42.06096923
8816.337731,41.75740859
7547.833326999999,40.55133732
7389.295598999999,41.18268083
8684.773307,41.10052349
9635.515701999999,41.23983251
11403.95052,41.40547854
9267.424934,42.49286579
9533.473213,40.73157436
5033.557834,39.95719691
9303.763264,40.9533356
8042.607445999999,40.90872186
11433.178999999998,41.02896504
12473.73275,41.53500017
5055.463726,40.50016653
11976.90901,42.25412466
11452.56156,41.61479749
9475.583346,41.35384288
9066.349714,41.22217884
8761.875679,41.09075736
8175.717198,41.39263001
5088.473897999999,40.54947874
12386.13732,41.86901675
11288.64158,41.89905026
12635.5005,41.49777647
8847.178366,40.80981048
7211.436562000001,40.95529632
12451.37765,41.4770689
12673.84333,41.99971974
9190.068723,40.798206
11038.810309999999,41.38514035
10262.55794,41.67313942
8575.142792,41.80689551
9987.30281,40.94507945
7603.176351000001,40.52783905
9020.097759,41.01861302
10626.3042,41.10442919
14229.56656,41.59403258
7531.9477400000005,41.68040766
8684.54745,41.23119367
15324.65804,41.57611501
7849.904044,40.42243744
12946.25096,41.52074015
8116.288123,41.17017094
11141.18707,41.71173276
10328.10194,41.66488615
10354.101059999999,41.41524419
9486.488187,40.66622736
7038.509192,40.68334312
12989.17424,42.02111705
7676.760395,41.36211206
13798.867740000002,41.62046943
9737.397375,41.25156128
12913.73761,41.36702921
8963.358226999999,41.09017578
6790.396534,40.38417594
7821.948795,41.43565026
9612.993095,40.79441845
8669.345251,40.29328792
10726.323359999999,41.55122720000001
6835.643776000001,40.79438854
11075.35773,40.85253967
12171.64803,41.21145864
8159.191231,40.655676899999996
11611.150290000001,41.57650252
15585.384380000001,41.44971382
12516.98564,41.28538538
12149.36668,41.61076783
9136.8108,40.38253683
12741.499029999999,41.340272600000006
14925.221630000002,41.21694253
6188.523777,40.88420247
12195.32381,41.84655628
8350.496507,40.84649335
9920.265545999999,40.36491879
11809.19289,42.0083424
10104.38002,40.9133139
8312.864690999999,40.90547096
11549.6527,41.67519216
10800.62947,42.03046713
11755.334509999999,42.32404792
7803.835423,40.8057368
7833.760418000001,40.59793811
8383.60656,41.21748728
11734.78238,41.69860459
12002.42736,42.0139732
7674.468608,40.48208139
9122.382322,41.20147107
11589.18643,41.66724166
12280.4511,41.99016188
6165.222053,40.1145274
7852.414194,41.07077945
12968.08483,40.87687446
15943.40773,42.42029003
9737.270687,41.54065923
9811.208859999999,41.52940913
14603.311959999999,42.16747553
8547.741909,40.82364035
10066.70466,40.70872194
9935.343326999999,40.98623098
9164.247706,41.12621161
8233.736508,40.75637586
11787.76819,41.46754564
13755.705730000001,41.97498661
11240.35923,40.8105726
5945.677947,41.94511611
10470.32348,41.1816459
9480.583496,40.92026162
10057.272190000002,41.64768057
16972.70594,42.23349623
11929.16301,41.35766868
12478.973590000001,41.78379512
11509.43371,41.70349077
9029.260836,41.39765347
15928.837809999999,41.49151606
10382.99308,41.31996478
9149.670509,41.14735220000001
13885.88896,41.54193648
12976.68655,41.74831239
4642.201213,40.06825115
11011.16925,41.09629119
7478.313668000001,40.94123392
5920.353004,40.99553916
9334.065938,41.15130931
9258.058462,40.8512929
5390.058036,40.82084049
9584.062089000001,40.80882689
12372.13697,42.17460663
6618.765177,40.41979536
12486.19643,41.07266467
6097.67799,40.80275829
7513.7195409999995,40.53535521
7585.916985,40.56238644
10161.223970000001,40.58658717
8265.711122,40.97102619
11342.73308,41.26508096
9469.898032,41.32147696
13588.94897,41.42234847
7599.14577,40.49044817
9802.999321,41.39120143
10233.03405,41.23103933
13063.64386,41.96258676
11246.73902,42.0383042
9070.728706999998,41.10374907
7806.572869,41.12167229
7228.00742,40.46398976
8330.336205,41.215034700000004
7514.17883,40.62581711
14505.522219999999,41.96973131
5916.707389,40.32695303
5997.676659000001,40.80515742
11604.30561,40.84057595
9001.112489,40.32750913
10608.922190000001,41.40737278
11637.66244,41.85530998
11748.7009,40.46521089
13378.782720000001,42.09045979
8492.764653,41.86326013
11609.51132,41.74826397
10607.51153,40.40085427
6732.188262000001,41.01579419
9583.311951,41.745758
9743.275115999999,41.71409956
10132.36716,41.39001673
9871.906308,41.17033866
13357.044670000001,41.91396448
11591.91209,41.64162678
12609.83287,41.47524717
10950.57753,41.4316689
5539.992843999999,40.70292726
12101.512709999999,42.19513273
10885.1061,41.95630338
6301.853040999999,40.82564546
10028.10695,40.38809023
8578.753577,41.40218338
12212.03668,41.36428102
14744.03549,41.97758914
8637.770969,41.03247333
11528.4456,41.704964700000005
15891.618380000002,42.87994551
15011.56166,42.33119994
11001.460070000001,40.92819135
5997.740365,40.50808992
9405.709664,41.59391528
15778.01695,42.17780721
11396.6025,41.18478793
7281.3824159999995,40.65537743
6073.195488,41.53543417
9648.046075,41.62592313
9818.262507,41.03713715
12529.81127,41.30259908
13924.72348,41.68109849
13056.172859999999,42.07396799
11404.65717,41.59179189
8249.552143,41.52876408
12122.4921,41.40692519
12936.352579999999,41.40321375
9899.402771,41.47625797
14429.568080000001,41.985476899999995
8197.276861,41.14340682
14779.75355,42.18815788
7678.720104000001,40.15039395
8120.501483,40.86525075
12435.89663,42.13712661
8327.018457,41.02265015
11387.9364,41.42915906
16888.83215,42.13248701
6268.045013,40.90267995
9589.320549,40.74762678
10535.86383,41.717344700000005
10012.45917,41.957741399999996
11196.88103,41.20617205
5912.640273,41.16380731
7537.607051999999,40.52842684
14171.070759999999,41.56649651
11869.78153,41.26048515
11534.37375,42.14083029
5497.642396,41.10845955
15027.96663,41.4590684
9945.738214,41.390552
9075.99078,41.33637742
10299.897990000001,40.90188837
4833.012649,40.44157024
14367.684309999999,41.07535804
11878.11236,41.71014768
13535.65204,40.93359579
4913.354874000001,40.54654142
