0.0373,1.0000
0.0801,0.9025
0.1405,0.5740
0.1775,0.7396
0.1627,0.6292
0.1553,0.6623
0.1997,0.6071
0.2145,0.6954
0.1258,0.7837
0.1405,0.7727
0.2885,0.1325
0.2515,0.1876
0.2737,0.1601
0.3107,0.2980
0.2959,0.3311
0.2885,0.2760
0.0333,0.6623
0.1483,0.8884
0.1520,0.2266
0.4364,0.3532
0.4216,0.3863
0.4290,0.3643
0.1525,0.9515
0.1715,0.8030
0.1775,0.5795
0.1925,0.1936
0.1987,0.3687
0.1987,0.3687
0.2085,0.4801
0.2086,0.2562
0.2466,0.3978
0.2466,0.3978
0.3020,0.8252
0.3152,0.1329
0.3429,0.4169
0.3500,0.1613
0.3500,0.1613
0.3924,0.4877
0.2466,0.3978
0.2466,0.3978
0.2466,0.3978
0.3020,0.8252
0.3152,0.1329
0.3429,0.4169
0.3500,0.1613
0.3500,0.1613
0.3924,0.4877
0.2466,0.3978
0.2466,0.3978
0.3020,0.8252
0.3152,0.1329
0.3429,0.4169
0.3500,0.1613
0.3500,0.1613
0.3924,0.4877
0.3924,0.4877
0.4549,0.2482
0.4735,0.1711
0.5546,0.0328
0.5774,0.0940
0.5787,0.1741
0.5825,0.0892
0.6327,0.2948
0.0355,0.0552
0.6726,0.2227
0.6726,0.2227
0.7378,0.1852
0.7553,0.0395
0.8587,0.3036
0.8803,0.1325
0.9548,0.2666
0.9673,0.3439
0.9795,0.2887
1.0000,0.2373
1.0000,0.1373
0.0000,0.9999
0.0100,0.9099
0.9099,0.9025
